Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Average,2600,3DS,DC,DS,G,GBA,GC,GEN,N64,NES,PC,PS,PS2,PS3,PS4,PSP,PSV,SAT,SNES,Wii,WiiU,X,X360,XOne
2001,0,6.99,4.51,0.3,1.3,13.1,5.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,6,5.2,4.19,2.7,0.94,13.04,5.214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,9,6.64,2.56,2.66,1.01,12.87,5.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,5,6.0,4.37,0.48,1.8,12.64,5.058000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,7,2.5,3.45,5.33,0.86,12.13,4.854000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,5,7.97,2.81,0.13,1.21,12.12,4.848000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,3,4.45,3.64,3.1,0.76,11.95,4.779999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,8,6.91,2.85,1.91,0.23,11.89,4.758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,4.34,2.71,3.96,0.76,11.77,4.708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6,3.01,0.01,1.1,7.53,11.66,4.662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,3,5.01,2.74,2.88,0.77,11.4,4.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,8,6.06,3.36,1.2,0.74,11.36,4.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1992,4,6.16,2.04,2.69,0.29,11.18,4.4719999999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,6.77,3.07,0.14,1.03,11.01,4.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997,6,4.02,3.87,2.54,0.52,10.95,4.38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,4.89,3.05,2.14,0.78,10.87,4.345999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6,2.96,4.82,0.81,2.11,10.7,4.279999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,5,4.99,3.64,0.38,1.6,10.6,4.242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1993,8,5.99,2.15,2.12,0.29,10.55,4.220000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,0,4.77,3.7,0.44,1.61,10.51,4.2059999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,3,4.34,2.65,3.15,0.35,10.49,4.196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,8,5.01,3.07,1.25,0.97,10.31,4.122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,6.75,2.58,0.04,0.91,10.28,4.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,2,5.95,3.11,0.0,1.06,10.12,4.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,8,3.66,3.27,2.49,0.63,10.05,4.0200000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,7.06,1.97,0.08,0.79,9.9,3.9599999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,6,5.55,1.94,2.23,0.15,9.87,3.9480000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5,6.68,2.3,0.04,0.74,9.77,3.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997,3,3.01,2.47,3.28,0.96,9.72,3.8879999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,3.88,3.42,1.69,0.5,9.49,3.7960000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,5.8,2.85,0.01,0.78,9.44,3.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,5,4.1,3.63,0.38,1.26,9.37,3.7479999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,5,5.95,2.37,0.13,0.9,9.35,3.7400000000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,7,2.08,2.43,4.43,0.4,9.34,3.7359999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,8,4.36,1.71,3.0,0.23,9.3,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,2,5.76,2.7,0.02,0.82,9.3,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,1,0.9,6.75,0.09,1.33,9.07,3.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,2,4.4,1.85,1.98,0.68,8.91,3.564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,5.08,2.8,0.1,0.86,8.84,3.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1992,6,3.54,1.24,3.81,0.18,8.76,3.5060000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,1,1.13,6.13,0.06,1.28,8.6,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,5,6.82,1.53,0.05,0.08,8.49,3.3939999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,2,1.75,3.48,2.49,0.67,8.39,3.3560000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,2,3.74,2.25,1.58,0.71,8.28,3.3120000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,5,3.11,3.56,0.22,1.32,8.21,3.2840000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,0,1.07,5.01,0.13,1.97,8.17,3.2700000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1997,5,5.8,2.01,0.13,0.15,8.09,3.2359999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,2.79,1.72,3.15,0.41,8.08,3.2299999999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,3,2.91,2.07,2.73,0.33,8.05,3.218000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,7,0.99,6.42,0.0,0.6,8.01,3.2039999999999997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,1,2.57,3.86,0.66,0.91,7.99,3.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1999,3,2.28,1.72,3.63,0.23,7.86,3.144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1982,11,7.28,0.45,0.0,0.08,7.81,3.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,3,2.76,1.72,2.69,0.54,7.72,3.086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,2.9,2.81,0.24,1.73,7.69,3.0740000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,5,2.83,3.48,0.14,1.24,7.68,3.0740000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,9,3.3,1.4,2.44,0.48,7.62,3.0479999999999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,4.1,1.89,1.45,0.16,7.6,3.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,8,3.78,2.17,1.31,0.31,7.58,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,8,3.58,2.36,0.98,0.62,7.54,3.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1988,8,5.39,1.18,0.7,0.19,7.46,2.984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5,4.62,2.12,0.02,0.69,7.44,2.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,5,4.83,1.9,0.0,0.7,7.42,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,3,2.58,3.42,0.24,1.17,7.41,2.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,5,4.47,2.11,0.06,0.69,7.33,2.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,5,2.92,2.98,0.19,1.18,7.28,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,6,3.17,2.25,1.29,0.52,7.23,2.8920000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,6,3.27,2.83,0.08,1.02,7.2,2.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,2,3.48,2.99,0.0,0.73,7.2,2.8800000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011,5,2.86,2.89,0.35,1.08,7.18,2.872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,9,3.27,2.22,1.4,0.29,7.16,2.868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,3.74,2.14,0.6,0.68,7.16,2.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1998,8,3.68,1.75,1.42,0.28,7.13,2.852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,9,4.41,1.04,1.39,0.22,7.07,2.8259999999999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,6,4.12,1.77,0.87,0.19,6.95,2.7800000000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,6,2.71,3.02,0.08,1.09,6.9,2.7600000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,5,2.93,2.75,0.17,0.99,6.83,2.734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1996,8,3.23,2.35,0.94,0.3,6.82,2.728,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,2,4.05,2.16,0.0,0.55,6.76,2.7039999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,5,4.15,1.9,0.06,0.64,6.75,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,0,2.77,2.75,0.19,1.03,6.74,2.696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,1,3.46,2.6,0.0,0.66,6.72,2.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,5,3.11,2.26,0.28,1.03,6.69,2.6740000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,0,3.27,2.2,0.21,0.98,6.67,2.666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,1,0.84,4.3,0.11,1.4,6.65,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2005,2,1.66,2.75,1.6,0.62,6.63,2.652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,0,3.74,0.93,1.69,0.14,6.51,2.6019999999999994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,2.8,2.53,0.17,1.0,6.51,2.602,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,1,0.79,4.24,0.07,1.38,6.48,2.592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,8,3.18,1.8,1.03,0.46,6.47,2.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,0,2.65,2.52,0.16,1.12,6.46,2.582,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,5,4.98,1.3,0.08,0.07,6.43,2.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,3,2.56,2.61,0.25,1.0,6.42,2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2004,3,2.57,1.58,2.06,0.21,6.41,2.5660000000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,3,3.64,1.2,1.49,0.07,6.4,2.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,3,2.55,1.56,1.29,0.99,6.39,2.556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,3.71,1.97,0.09,0.58,6.35,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,5,4.34,1.34,0.06,0.61,6.34,2.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,8,4.01,1.26,0.87,0.17,6.31,2.524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,3,0.09,6.22,0.0,0.0,6.31,2.524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,9,2.47,0.83,2.87,0.12,6.3,2.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,0,3.11,2.8,0.02,0.33,6.27,2.506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,4.05,1.59,0.07,0.5,6.21,2.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,1,3.92,1.73,0.03,0.51,6.19,2.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,5,3.54,1.88,0.07,0.6,6.09,2.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1,0.8,4.33,0.05,0.91,6.08,2.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,0,2.45,2.01,0.87,0.72,6.05,2.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1992,8,4.47,1.2,0.16,0.19,6.03,2.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,3.18,1.83,0.78,0.24,6.03,2.412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,2.63,1.71,0.83,0.82,5.99,2.396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006,3,1.88,0.0,2.33,1.74,5.95,2.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,0,2.41,2.19,0.29,0.99,5.89,2.354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,8,2.8,1.98,0.17,0.87,5.82,2.3280000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,0,1.88,1.47,2.02,0.45,5.82,2.3280000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,5,2.15,2.57,0.16,0.93,5.8,2.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,3,0.63,0.67,4.35,0.15,5.78,2.316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,9,2.26,1.89,1.36,0.23,5.74,2.2960000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,2.93,2.32,0.0,0.49,5.74,2.2960000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,5,2.5,2.07,0.16,0.93,5.66,2.2640000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,0,3.57,1.56,0.0,0.51,5.64,2.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,7,3.08,1.91,0.07,0.57,5.64,2.254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,11,2.97,0.69,1.81,0.11,5.58,2.232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,9,2.95,0.6,1.97,0.04,5.55,2.222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,2.54,1.93,0.21,0.86,5.55,2.218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,4,3.28,1.64,0.07,0.56,5.54,2.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,6,2.99,1.9,0.1,0.5,5.49,2.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,8,3.14,1.24,0.91,0.2,5.49,2.196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,2.71,1.85,0.11,0.81,5.48,2.192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,3,0.47,0.55,4.13,0.34,5.48,2.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,6,2.62,1.64,0.99,0.23,5.47,2.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,8,3.21,1.11,0.95,0.2,5.46,2.186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,10,3.18,1.24,0.94,0.09,5.45,2.1799999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,8,2.07,2.29,0.24,0.82,5.42,2.168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,2,2.1,2.42,0.0,0.89,5.41,2.164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,5,2.73,1.83,0.0,0.83,5.4,2.1580000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
